,Unnamed: 0,player_id,nationality,team_id,primaryPosition
1643,231031,8459462,CAN,3.0,D
1645,231103,8470299,CAN,3.0,C
1647,231220,8468172,UKR,3.0,LW
1649,231431,8473573,RUS,3.0,C
1652,232093,8471273,USA,3.0,C
1654,232718,8460562,USA,3.0,C
1655,232749,8469455,CAN,9.0,C
1657,233384,8468463,CAN,8.0,LW
1658,233511,8470222,USA,8.0,D
1663,233821,8471678,CAN,8.0,LW
1669,234390,8471768,CAN,8.0,LW
1672,234817,8470678,CAN,8.0,D
1674,234877,8467439,CZE,8.0,D
1676,234989,8466144,USA,8.0,D
1678,235043,8467351,USA,8.0,C
1684,235354,8469500,CAN,8.0,C
1689,235838,8462176,CAN,8.0,D
1691,235916,8470602,CAN,10.0,D
1694,236590,8470207,CAN,10.0,LW
1696,236903,8474125,SWE,10.0,D
1698,237503,8470667,CAN,10.0,LW
1700,237877,8473712,CAN,10.0,LW
1702,237957,8473579,RUS,10.0,LW
1704,238500,8472424,CAN,10.0,LW
1706,238532,8474497,CAN,10.0,D
1711,238621,8471362,BLR,10.0,C
1714,239001,8473463,FIN,10.0,C
1716,239433,8468639,USA,10.0,D
1720,239832,8474192,CAN,10.0,RW
1723,239973,8468778,CAN,10.0,RW
1724,240130,8471748,CAN,10.0,D
1727,240285,8469508,CAN,10.0,C
1731,240805,8470672,CAN,10.0,D
1734,240994,8473548,USA,10.0,RW
1736,241770,8474577,CAN,10.0,C
1739,242079,8475098,CAN,10.0,C
1741,242752,8474581,USA,10.0,D
1742,243329,8475172,CAN,10.0,C
1743,243909,8475203,CAN,24.0,D
1744,243910,8473560,DEU,24.0,D
1746,244072,8475637,USA,9.0,RW
1750,244203,8470750,CAN,3.0,C
1753,244633,8473422,USA,9.0,LW
1755,245319,8462225,CZE,9.0,D
1757,245507,8471411,USA,3.0,C
1758,245511,8474498,CAN,9.0,C
1760,245671,8474670,SWE,9.0,RW
1761,245673,8470105,CAN,13.0,RW
1765,246188,8471681,USA,29.0,RW
1770,246533,8467428,CAN,1.0,RW
1773,246705,8460492,CAN,13.0,D
1775,246875,8468478,CAN,13.0,D
1777,247193,8466371,CAN,13.0,C
1779,247307,8470039,CZE,13.0,LW
1785,247721,8475179,RUS,13.0,D
1788,248299,8474520,CAN,13.0,D
1793,248862,8471390,CAN,18.0,C
1799,249240,8473574,CAN,13.0,LW
1804,249729,8475790,CAN,13.0,D
1807,250213,8469473,DEU,13.0,C
1811,250531,8469457,CAN,13.0,C
1813,250793,8470729,CAN,13.0,D
1818,250944,8475236,CAN,25.0,C
1821,251528,8476807,USA,28.0,D
1824,251652,8475878,CAN,20.0,C
1828,251728,8473536,CAN,28.0,C
1830,251930,8471996,CAN,28.0,C
1833,251973,8476331,CAN,28.0,D
1835,252195,8471700,CAN,28.0,RW
1836,252203,8470063,USA,28.0,RW
1838,252418,8475602,USA,15.0,C
1840,252460,8475148,SWE,29.0,D
1844,252553,8460541,USA,5.0,RW
1845,252609,8471756,LVA,4.0,D
1846,252622,8474589,CAN,7.0,LW
1849,253168,8471284,SVK,7.0,D
1853,253731,8471804,USA,7.0,C
1856,254114,8462077,DEU,7.0,C
1857,254252,8471761,USA,7.0,D
1860,254560,8459427,CAN,7.0,C
1861,254638,8473426,USA,7.0,D
1863,254975,8470598,AUT,7.0,LW
1871,255655,8467878,USA,7.0,C
1873,255799,8471419,CAN,7.0,RW
1875,255827,8474574,CAN,7.0,D
1877,256413,8459640,USA,7.0,RW
1878,256493,8471388,USA,7.0,RW
1879,256694,8471226,USA,7.0,RW
1883,257299,8469591,CAN,7.0,C
1885,257534,8469472,CAN,7.0,D
1886,257598,8470018,CAN,7.0,LW
1887,257768,8469485,CAN,7.0,C
1893,258082,8466309,USA,6.0,D
1896,258147,8458525,USA,6.0,RW
1899,258289,8468636,CAN,6.0,D
1902,258478,8466215,USA,6.0,D
1905,258705,8470636,USA,6.0,C
1906,258708,8475727,CAN,6.0,C
1910,259037,8474607,CAN,6.0,C
1911,259038,8475414,CAN,6.0,LW
1913,259101,8476191,USA,6.0,D
1914,259454,8474660,USA,21.0,D
1918,259515,8476302,CAN,23.0,D
1921,259597,8471216,CAN,23.0,D
1924,259688,8471810,CAN,23.0,D
1927,259768,8477201,CAN,23.0,LW
1928,259777,8475147,USA,30.0,C
1931,259947,8475423,CAN,23.0,RW
1933,260002,8476482,DNK,23.0,RW
1935,260033,8476867,CAN,23.0,C
1936,260150,8471409,CAN,23.0,RW
1939,260203,8469759,CAN,27.0,C
1943,260731,8470740,USA,27.0,RW
1951,261289,8475759,CAN,27.0,D
1954,261347,8474588,RUS,53.0,RW
1956,261397,8469681,USA,27.0,LW
1957,261401,8471011,USA,27.0,D
1958,261403,8467910,CAN,13.0,D
1961,261429,8465050,CAN,27.0,C
1963,261620,8471261,CAN,29.0,LW
1964,261632,8470966,CAN,20.0,D
1965,262279,8477935,CAN,20.0,C
1966,262612,8474642,CAN,20.0,LW
1968,262974,8474673,CAN,20.0,D
1969,263564,8476312,CAN,24.0,D
1970,263921,8477941,CAN,24.0,LW
1971,264186,8474150,SWE,20.0,C
1972,264802,8475163,CAN,20.0,RW
1977,265286,8475780,USA,24.0,RW
1981,265569,8478131,CZE,24.0,RW
1982,265731,8475907,CAN,20.0,LW
1984,266072,8477508,CAN,20.0,C
1986,266325,8471766,USA,24.0,RW
1988,266696,8477447,CAN,24.0,D
1990,266936,8477986,CAN,24.0,D
1992,267146,8476400,CAN,24.0,RW
1995,267338,8476346,USA,20.0,LW
1996,267752,8479314,USA,20.0,LW
1997,267985,8477497,CAN,20.0,C
1998,268476,8470162,CAN,20.0,C
1999,269022,8471879,CAN,16.0,D
2001,269056,8476806,USA,14.0,RW
2004,269462,8476886,CAN,14.0,D
2006,269579,8476453,RUS,14.0,RW
2007,270091,8477300,SWE,16.0,D
2008,270121,8474870,USA,14.0,C
2009,270659,8476292,CZE,14.0,LW
2010,271153,8474717,CAN,14.0,D
2013,271413,8475807,SWE,16.0,LW
2016,271798,8476539,CAN,14.0,C
2020,272115,8476975,CAN,14.0,C
2021,272497,8473986,CAN,14.0,LW
2022,273083,8477950,USA,53.0,D
2024,273216,8476300,RUS,14.0,D
2026,273376,8476826,CAN,14.0,C
2027,273582,8474722,USA,14.0,RW
2029,273703,8476394,USA,16.0,D
2031,273705,8476479,CAN,8.0,LW
2033,273979,8477205,CZE,14.0,D
2035,274348,8477326,CHE,14.0,RW
2036,274372,8477845,USA,16.0,D
2038,274711,8477009,CAN,14.0,D
2040,274814,8476911,CAN,14.0,C
2041,274817,8476882,FIN,16.0,LW
2043,275217,8477451,USA,16.0,LW
2046,275475,8477494,CAN,14.0,LW
2048,275821,8476480,RUS,14.0,C
2050,276211,8475715,SWE,3.0,C
2053,276480,8475832,DEU,5.0,RW
2055,276739,8475763,USA,3.0,C
2057,277160,8475208,USA,5.0,D
2058,277549,8470110,CAN,5.0,D
2062,278190,8470595,CAN,3.0,C
2065,278900,8476897,SWE,5.0,C
2067,279072,8474602,CAN,5.0,D
2069,279560,8476869,USA,3.0,D
2070,279824,8477839,USA,5.0,LW
2072,280143,8475810,USA,5.0,RW
2073,280458,8475855,SWE,3.0,RW
2074,280850,8476874,FIN,5.0,D
2075,281281,8475949,SVK,3.0,LW
2077,281305,8476884,CAN,5.0,D
2079,281509,8475161,USA,27.0,RW
2081,281532,8477435,CAN,21.0,D
2082,281558,8477126,USA,5.0,C
2085,281674,8474568,CAN,26.0,D
2091,282271,8475188,CAN,26.0,D
2094,282698,8476919,CAN,28.0,C
2096,283103,8475820,FIN,28.0,RW
2097,283436,8477922,SWE,28.0,C
2098,283831,8476442,USA,28.0,LW
2100,284274,8475455,CAN,28.0,D
2102,284865,8476881,CZE,28.0,C
2103,285332,8473571,USA,26.0,D
2107,285670,8475857,USA,26.0,D
2109,285779,8475175,SWE,19.0,LW
2112,286257,8468505,CAN,19.0,C
2117,286727,8476471,CAN,25.0,C
2119,286729,8477243,USA,16.0,C
2120,286731,8476283,USA,29.0,C
2121,286733,8475816,RUS,15.0,RW
2122,286759,8476906,USA,4.0,D
2123,287069,8477444,SWE,15.0,LW
2124,287453,8476872,CAN,4.0,C
2125,287734,8475462,CZE,4.0,D
2127,288166,8476393,CAN,4.0,C
2129,288431,8469469,USA,29.0,C
2131,288822,8468513,CAN,4.0,D
2135,289292,8471762,USA,4.0,C
2137,289576,8475247,CAN,15.0,C
2138,289693,8475744,RUS,15.0,C
2139,290179,8477930,FRA,4.0,LW
2141,290595,8474040,CAN,4.0,C
2146,291185,8478563,RUS,4.0,D
2147,291230,8477290,AUT,4.0,LW
2148,291661,8477462,SWE,4.0,D
2149,291816,8475729,USA,4.0,D
2151,291834,8477502,CAN,4.0,D
2152,291844,8476955,CAN,4.0,LW
2153,291899,8471436,USA,3.0,D
2159,292304,8476449,CAN,29.0,D
2162,292469,8471260,CAN,5.0,LW
2168,293128,8476293,CAN,5.0,C
2171,293338,8464981,CAN,21.0,D
2173,293560,8475799,CHE,30.0,RW
2176,294148,8475287,FIN,30.0,LW
2178,294549,8476455,SWE,21.0,LW
2179,295153,8475168,CAN,21.0,C
2182,295811,8471326,CAN,21.0,LW
2183,295947,8475206,CAN,21.0,D
2187,296034,8473700,CAN,21.0,D
2188,296207,8474089,CAN,21.0,C
2191,296412,8471657,CAN,21.0,LW
2194,297008,8474207,CAN,21.0,D
2199,297464,8474008,USA,21.0,C
2204,297567,8471669,USA,21.0,C
2208,298231,8469707,CAN,21.0,RW
2214,298715,8473446,USA,21.0,D
2216,299303,8470699,CZE,21.0,D
2218,299673,8475158,CAN,21.0,C
2221,300358,8475197,CAN,21.0,D
2222,300863,8477492,CAN,21.0,C
2223,301346,8476536,CAN,21.0,C
2224,301347,8475767,CAN,21.0,C
2225,301363,8476464,CAN,21.0,D
2226,301388,8475461,CAN,21.0,LW
2227,301410,8476798,CAN,21.0,D
2230,301435,8476344,CAN,30.0,C
2232,301498,8476889,CZE,25.0,C
2233,301809,8477501,RUS,25.0,RW
2234,302049,8470877,CAN,30.0,RW
2237,302438,8475730,USA,25.0,D
2238,302601,8476467,CAN,5.0,D
2240,302861,8474849,FRA,25.0,LW
2242,303358,8473994,CAN,25.0,LW
2243,304053,8474098,CAN,25.0,C
2245,304455,8469466,CZE,25.0,RW
2249,304870,8475906,SWE,25.0,D
2250,305263,8474818,CAN,25.0,D
2252,305749,8476439,CAN,25.0,RW
2253,305993,8475747,SWE,25.0,D
2255,306262,8474610,CAN,30.0,C
2260,306406,8477406,SWE,25.0,C
2261,306660,8477850,SWE,30.0,D
2265,306894,8471274,USA,25.0,D
2268,307596,8476619,CAN,30.0,RW
2269,307631,8476422,USA,30.0,D
2271,307791,8476545,CAN,30.0,RW
2273,307835,8474627,FIN,19.0,C
2275,308181,8466140,FIN,52.0,C
2280,308531,8476427,CAN,19.0,RW
2283,308630,8477467,SWE,30.0,D
2284,308686,8471840,CAN,12.0,LW
2287,308733,8477923,FIN,30.0,LW
2288,308734,8476808,USA,8.0,C
2290,309016,8473507,USA,8.0,D
2292,309644,8477455,SWE,8.0,LW
2294,309835,8476379,CAN,8.0,D
2295,309848,8477901,CAN,8.0,LW
2297,309948,8478004,CAN,8.0,D
2298,309970,8476948,CAN,8.0,LW
2299,310081,8475227,USA,9.0,D
2302,310277,8476368,SWE,9.0,D
2304,310441,8477210,USA,9.0,RW
2305,310448,8471241,CAN,24.0,D
2308,310638,8462196,CAN,24.0,D
2311,310935,8469490,USA,24.0,RW
2313,311236,8476525,CAN,6.0,D
2315,311516,8475762,USA,26.0,D
2316,311773,8476409,CAN,2.0,C
2318,311880,8477932,CAN,13.0,D
2319,312277,8475755,CAN,13.0,D
2321,312546,8475760,USA,13.0,C
2323,312981,8476456,CAN,13.0,LW
2324,313454,8477506,CAN,2.0,D
2325,313634,8475769,CAN,13.0,C
2327,313731,8476389,USA,13.0,C
2328,314098,8475253,CAN,13.0,LW
2330,314192,8468001,CAN,13.0,C
2332,314751,8476428,USA,13.0,C
2335,314848,8475735,CAN,13.0,C
2340,314995,8476917,CAN,2.0,D
2341,315212,8476875,CAN,13.0,D
2342,315458,8475191,CAN,13.0,RW
2346,316009,8477493,FIN,13.0,C
2347,316428,8475246,CAN,25.0,D
2350,316742,8467396,USA,25.0,LW
2354,317099,8467423,CAN,25.0,C
2357,317481,8476116,CAN,25.0,C
2360,317799,8475714,SWE,18.0,C
2361,318248,8476925,CAN,18.0,C
2362,318564,8476887,SWE,18.0,LW
2363,319020,8476447,FIN,18.0,RW
2364,319212,8476892,CAN,19.0,D
2365,319591,8476857,SWE,18.0,LW
2369,319736,8477942,CHE,18.0,LW
2371,319977,8475766,USA,18.0,LW
2372,320271,8476855,RUS,22.0,RW
2375,320621,8476779,CAN,22.0,D
2380,320741,8478042,SWE,18.0,LW
2381,321074,8475218,SWE,18.0,D
2382,321605,8476989,FIN,19.0,D
2383,321645,8477482,USA,19.0,LW
2385,321756,8475868,USA,18.0,D
2387,321902,8477964,RUS,19.0,C
2388,322096,8475793,CAN,18.0,C
2390,322741,8476441,CAN,19.0,D
2391,323061,8476877,USA,19.0,D
2392,323104,8477919,CAN,18.0,C
2393,323197,8475774,SWE,10.0,D
2395,323242,8477634,CAN,53.0,D
2396,323250,8478851,CAN,18.0,D
2397,323252,8477973,RUS,21.0,C
2399,323280,8471760,CAN,18.0,C
2402,323328,8478550,RUS,16.0,LW
2404,323677,8476979,SWE,16.0,D
2405,323837,8475209,SVK,16.0,RW
2409,324259,8477952,CAN,19.0,C
2410,324444,8471217,CAN,16.0,LW
2414,325080,8471185,CAN,15.0,LW
2416,325385,8469476,USA,15.0,D
2419,325733,8477939,SWE,10.0,C
2420,325992,8475716,SVK,10.0,D
2422,326199,8476941,USA,10.0,D
2426,326406,8477953,FIN,10.0,RW
2427,326559,8479318,USA,10.0,C
2428,326791,8476410,CAN,10.0,LW
2430,326924,8478373,RUS,10.0,RW
2432,327011,8475786,CAN,10.0,C
2433,327282,8476853,CAN,10.0,D
2434,327772,8477015,CAN,10.0,RW
2435,328045,8479458,RUS,10.0,D
2436,328286,8476289,RUS,17.0,D
2438,328413,8475792,CAN,15.0,RW
2441,328878,8478483,CAN,10.0,C
2442,329139,8476905,CAN,15.0,C
2443,329313,8478906,FIN,29.0,D
2444,329530,8476326,CAN,5.0,RW
2446,329655,8476448,SWE,29.0,C
2449,330034,8478506,SWE,29.0,D
2450,330056,8477416,DNK,29.0,RW
2451,330274,8476850,CAN,29.0,D
2452,330605,8468493,USA,5.0,D
2457,331306,8474715,USA,29.0,RW
2458,331860,8477505,SWE,29.0,C
2459,332230,8476981,CAN,29.0,RW
2460,332493,8474685,CAN,29.0,LW
2462,333015,8476310,CZE,29.0,C
2463,333179,8476432,CAN,29.0,C
2464,333625,8477244,USA,5.0,D
2466,333772,8477240,CAN,5.0,RW
2468,333928,8477404,USA,5.0,C
2469,334173,8474611,CAN,25.0,D
2473,334207,8475233,CAN,29.0,D
2474,334723,8477495,USA,29.0,D
2476,335218,8478460,USA,29.0,D
2477,335474,8477947,USA,29.0,LW
2478,335549,8478541,FIN,29.0,LW
2479,335642,8478567,CHE,29.0,D
2480,335696,8479411,RUS,9.0,RW
2481,335699,8476391,USA,29.0,C
2482,335702,8475829,CAN,20.0,D
2484,335705,8476852,CAN,2.0,D
2486,335745,8476147,CAN,2.0,LW
2488,335752,8476429,USA,2.0,D
2489,335924,8478493,SWE,30.0,C
2490,336081,8476372,USA,30.0,D
2491,336179,8476219,USA,30.0,C
2492,336182,8477949,USA,54.0,RW
2494,336367,8477006,CHE,30.0,C
2495,336378,8478010,CAN,14.0,C
2496,336628,8477454,USA,14.0,LW
2497,336745,8476285,CAN,14.0,C
2499,336804,8478866,CZE,5.0,C
2500,336925,8477520,CAN,5.0,C
2502,336954,8478466,NLD,5.0,RW
2504,337044,8471331,USA,7.0,C
2507,337240,8470828,SWE,52.0,D
2509,337728,8473412,CAN,52.0,C
2511,338385,8474074,CAN,52.0,D
2514,338590,8470834,USA,52.0,D
2516,339226,8477429,USA,52.0,C
2517,339541,8476460,CAN,52.0,C
2518,340016,8469531,CAN,12.0,D
2520,340330,8471218,USA,52.0,RW
2523,341055,8470289,USA,52.0,C
2525,341308,8474603,CAN,52.0,C
2526,341349,8473482,CZE,52.0,LW
2529,341707,8478137,CZE,24.0,LW
2533,341822,8471385,CAN,52.0,D
2539,342049,8476392,USA,52.0,C
2540,342435,8469501,CAN,52.0,RW
2543,342968,8470614,USA,52.0,D
2546,343393,8476885,USA,52.0,D
2547,343828,8475279,CAN,52.0,D
2548,344157,8474061,CAN,52.0,RW
2551,344305,8475958,CAN,21.0,C
2554,344353,8477940,DNK,52.0,LW
2555,344672,8477034,USA,24.0,D
2556,344717,8477413,CHE,21.0,RW
2558,344944,8477214,USA,3.0,D
2559,344952,8470180,USA,18.0,LW
2562,345343,8477509,CHE,1.0,D
2564,345481,8477958,RUS,23.0,RW
2566,345605,8476624,CAN,28.0,RW
2567,345833,8477846,USA,54.0,C
2569,345982,8470714,USA,20.0,D
2574,346107,8474674,CAN,52.0,C
2576,346205,8477936,CAN,2.0,LW
2577,346238,8475845,USA,6.0,LW
2578,346248,8476207,USA,5.0,C
2583,346447,8475834,SWE,28.0,LW
2584,346612,8477415,RUS,22.0,LW
2585,346726,8477934,DEU,22.0,C
2586,347090,8476988,CAN,22.0,D
2587,347307,8476454,CAN,22.0,C
2588,347859,8478414,CHE,28.0,RW
2589,348087,8479465,CAN,22.0,LW
2591,348282,8478099,USA,28.0,RW
2592,348526,8476472,SWE,22.0,D
2593,348854,8476915,CAN,22.0,LW
2594,349008,8476336,FIN,22.0,RW
2595,349143,8477498,CAN,22.0,D
2596,349435,8474586,CAN,22.0,C
2598,350122,8478402,CAN,22.0,C
2599,350424,8475165,SWE,22.0,C
2600,350640,8477851,USA,22.0,D
2603,350791,8475842,CAN,10.0,C
2605,350816,8476866,USA,24.0,LW
2606,350823,8479368,USA,24.0,LW
2607,350854,8479351,CAN,24.0,C
2608,350876,8476822,USA,17.0,RW
2609,351333,8476430,SVK,17.0,LW
2611,351544,8477946,USA,17.0,C
2612,351867,8475800,FIN,17.0,LW
2615,351950,8476960,CAN,17.0,LW
2616,352204,8477589,LVA,23.0,LW
2617,352247,8477500,CAN,23.0,C
2618,352630,8476452,CAN,20.0,D
2619,352666,8474038,CAN,8.0,LW
2622,353091,8475213,USA,20.0,C
2625,353186,8476440,FIN,20.0,C
2627,353490,8477591,CAN,20.0,RW
2632,353714,8476466,CHE,23.0,LW
2634,354001,8476967,CAN,20.0,D
2636,354159,8475833,USA,20.0,C
2637,354160,8476890,USA,9.0,D
2639,354162,8474837,CAN,20.0,D
2640,354170,8475844,USA,20.0,LW
2645,354255,8476505,CAN,20.0,C
2646,354256,8477913,DEU,20.0,LW
2647,354260,8475733,CAN,20.0,C
2648,354284,8477486,CAN,20.0,LW
2649,354297,8475157,CAN,17.0,C
2652,354382,8479325,USA,6.0,D
2653,354540,8476374,USA,6.0,C
2654,354731,8477433,CAN,9.0,D
2655,354843,8478400,USA,9.0,C
2656,354938,8478366,USA,6.0,C
2658,355149,8478443,USA,6.0,D
2659,355403,8478569,USA,6.0,C
2660,355618,8477956,CZE,6.0,RW
2661,355980,8476476,CAN,6.0,D
2664,356153,8476279,FIN,25.0,D
2667,356303,8474018,CAN,9.0,LW
2668,356330,8478417,SWE,6.0,C
2669,356359,8477213,USA,6.0,C
2672,356599,8476288,USA,9.0,LW
2674,356891,8474062,CAN,6.0,C
2677,357391,8475321,CAN,7.0,C
2680,357488,8476891,USA,6.0,D
2681,357648,8477426,CAN,9.0,LW
2682,357704,8474019,USA,6.0,D
2683,357708,8477971,SWE,9.0,D
2684,357717,8476323,USA,9.0,LW
2685,357790,8475192,CAN,18.0,LW
2689,357888,8473921,USA,18.0,D
2691,357896,8475917,CAN,4.0,RW
2692,357918,8470816,CAN,4.0,LW
2694,358020,8475723,CZE,4.0,RW
2695,358026,8479482,CZE,16.0,D
2697,358225,8477951,USA,16.0,C
2699,358408,8478528,USA,16.0,C
2700,358484,8476994,USA,16.0,LW
2702,358663,8477401,USA,16.0,RW
2703,358777,8478055,SWE,16.0,D
2704,358899,8477929,SWE,16.0,C
2706,359042,8478393,CAN,16.0,RW
2707,359047,8477353,USA,16.0,C
2710,359200,8477476,FIN,8.0,LW
2711,359427,8478561,NOR,8.0,LW
2714,359581,8477402,RUS,3.0,RW
2715,359765,8477446,USA,8.0,RW
2716,359835,8476918,USA,3.0,LW
2717,360087,8475869,CAN,8.0,D
2721,360252,8469492,RUS,29.0,D
2723,360716,8474130,USA,29.0,RW
2726,360867,8471348,RUS,29.0,D
2729,361131,8474774,CAN,29.0,D
2732,361395,8471371,USA,28.0,RW
2736,361666,8477227,USA,28.0,RW
2737,361686,8470626,SWE,6.0,LW
2740,362327,8476443,FRA,17.0,D
2742,362489,8474048,CAN,14.0,D
2745,362658,8475671,CAN,6.0,RW
2748,362749,8476922,USA,3.0,C
2749,362822,8475310,CAN,25.0,LW
2750,362922,8477945,FIN,25.0,D
2751,363009,8475896,CAN,25.0,LW
2752,363010,8475413,CAN,25.0,C
2753,363043,8477450,CAN,25.0,C
2754,363161,8477931,CZE,54.0,LW
2756,363338,8475169,CAN,28.0,LW
2760,363951,8477478,CAN,54.0,LW
2762,364100,8477046,USA,28.0,D
2763,364229,8479580,USA,28.0,C
2764,364242,8475750,USA,54.0,D
2766,364565,8475841,SWE,28.0,D
2767,364640,8476870,USA,1.0,C
2770,364706,8476407,USA,24.0,D
2771,364742,8478873,USA,24.0,RW
2772,364776,8477969,SWE,24.0,D
2774,364890,8478491,SWE,24.0,D
2775,364943,8476329,USA,15.0,C
2776,365008,8480143,CZE,15.0,D
2779,365047,8478472,CAN,14.0,RW
2780,365121,8478519,CAN,14.0,C
2781,365242,8477944,CZE,15.0,LW
2782,365451,8479410,RUS,14.0,D
2784,365630,8477474,CAN,15.0,D
2786,365731,8477043,SWE,15.0,D
2787,365866,8478416,SVK,14.0,D
2788,365929,8477573,AUS,15.0,LW
2790,365942,8478063,USA,15.0,LW
2791,365947,8479400,CAN,29.0,C
2792,366130,8478398,USA,52.0,LW
2793,366331,8477504,CAN,52.0,D
2794,366577,8479293,CAN,52.0,LW
2795,366794,8477715,CAN,53.0,C
2796,366814,8476469,FIN,52.0,RW
2799,367064,8477359,USA,52.0,D
2800,367090,8479339,FIN,52.0,RW
2801,367350,8478458,USA,52.0,C
2802,367475,8480009,FIN,18.0,RW
2803,367482,8477448,SVK,29.0,C
2807,367620,8477380,USA,26.0,C
2808,367674,8480147,SWE,26.0,D
2810,367769,8476983,USA,26.0,D
2811,367838,8480113,USA,26.0,C
2812,367998,8477960,SWE,26.0,LW
2813,368189,8476356,DEU,26.0,RW
2816,368572,8478020,CAN,26.0,C
2817,368653,8477987,USA,6.0,C
2819,368724,8478046,CAN,6.0,C
2820,368919,8478498,CAN,6.0,LW
2821,369093,8478512,USA,6.0,C
2823,369207,8475648,CAN,20.0,D
2824,369216,8478485,CAN,6.0,RW
2825,369218,8477320,SWE,6.0,LW
2826,369239,8477529,CAN,6.0,C
2828,369295,8478415,CZE,6.0,D
2829,369297,8477948,CAN,4.0,D
2830,369432,8478439,CAN,4.0,C
2831,369671,8479974,CAN,4.0,C
2832,369822,8479944,USA,5.0,C
2833,369894,8478500,RUS,4.0,D
2834,370146,8478067,SWE,4.0,LW
2835,370254,8476923,CAN,1.0,D
2836,370619,8477463,USA,1.0,D
2837,370733,8479407,SWE,1.0,LW
2838,370859,8477425,USA,1.0,LW
2839,371064,8478401,CZE,1.0,C
2840,371270,8477355,USA,1.0,D
2841,371434,8476399,USA,1.0,C
2842,371619,8480002,CHE,1.0,C
2843,371775,8475791,CAN,1.0,LW
2845,372342,8476370,USA,1.0,LW
2846,372380,8480081,USA,1.0,D
2847,372385,8479415,CAN,1.0,C
2848,372406,8479250,USA,1.0,RW
2849,372466,8479291,USA,1.0,C
2850,372512,8479315,USA,1.0,RW
2851,372546,8480073,SWE,9.0,D
2852,372548,8477464,CAN,52.0,LW
2854,372661,8478031,CAN,52.0,D
2855,372672,8478915,FIN,52.0,D
2856,372703,8477076,CAN,52.0,RW
2857,372714,8475815,CAN,52.0,D
2858,372744,8477962,USA,52.0,LW
2860,372817,8478891,USA,52.0,C
2861,372854,8478029,USA,52.0,C
2863,372858,8476617,CZE,54.0,RW
2864,372885,8477341,SWE,10.0,LW
2865,372980,8478408,CAN,10.0,D
2866,373097,8477021,CAN,21.0,C
2867,373272,8478073,SWE,21.0,D
2868,373334,8477507,RUS,21.0,D
2870,373644,8479370,CAN,21.0,C
2871,373803,8476952,USA,21.0,C
2872,373842,8477456,USA,21.0,LW
2873,374016,8479398,CAN,21.0,D
2875,374183,8478420,FIN,21.0,RW
2876,374442,8476927,LVA,5.0,C
2877,374471,8480341,USA,5.0,C
2878,374478,8476388,LTU,23.0,D
2879,374491,8476465,CAN,30.0,D
2882,374667,8477369,CAN,30.0,D
2883,374674,8478413,USA,30.0,LW
2884,374766,8478011,USA,30.0,D
2885,374769,8475220,CAN,30.0,LW
2887,375281,8480082,USA,30.0,C
2889,375283,8476415,USA,30.0,C
2891,375327,8474005,CAN,24.0,D
2893,375335,8471832,CAN,29.0,C
2896,375347,8474744,CAN,29.0,C
2898,375368,8474121,CAN,29.0,C
2900,375477,8473610,USA,12.0,D
2901,375517,8470302,USA,12.0,RW
2902,375862,8475784,CAN,12.0,LW
2904,376523,8474135,CAN,12.0,D
2905,376644,8469462,FIN,12.0,LW
2907,377001,8474137,USA,12.0,LW
2909,377171,8470137,FIN,12.0,D
2910,377295,8470283,CAN,12.0,C
2912,377483,8469812,USA,12.0,RW
2913,377667,8475296,USA,17.0,RW
2914,377673,8471280,CAN,27.0,RW
2918,377780,8469664,USA,27.0,RW
2921,378054,8475275,USA,15.0,D
2922,378063,8473953,CAN,20.0,D
2924,378155,8471222,CZE,20.0,D
2926,378485,8476043,CAN,20.0,C
2930,378541,8475796,CAN,7.0,D
2932,378900,8464994,CAN,20.0,LW
2934,378938,8476834,CZE,20.0,C
2935,378978,8467338,CAN,20.0,LW
2938,379327,8476390,CAN,24.0,C
